"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","application/vnd.svd","(U) ","vnd.svd",
"(U) ","application/vnd.swiftview-ics","(U) ","vnd.swiftview-ics",
"(U) ","application/vnd.syncml+xml","(U) ","vnd.syncml+xml",
"(U) ","application/vnd.syncml.dm+wbxml","(U) ","vnd.syncml.dm+wbxml",
"(U) ","application/vnd.syncml.dm+xml","(U) ","vnd.syncml.dm+xml",
"(U) ","application/vnd.syncml.dm.notification","(U) ","vnd.syncml.dm.notification",
"(U) ","application/vnd.syncml.dmddf+wbxml","(U) ","vnd.syncml.dmddf+wbxml",
"(U) ","application/vnd.syncml.dmddf+xml","(U) ","vnd.syncml.dmddf+xml",
"(U) ","application/vnd.syncml.dmtnds+wbxml","(U) ","vnd.syncml.dmtnds+wbxml",
"(U) ","application/vnd.syncml.dmtnds+xml","(U) ","vnd.syncml.dmtnds+xml",
"(U) ","application/vnd.syncml.ds.notification","(U) ","vnd.syncml.ds.notification",
"(U) ","application/vnd.tao.intent-module-archive","(U) ","vnd.tao.intent-module-archive",
"(U) ","application/vnd.tcpdump.pcap","(U) ","vnd.tcpdump.pcap",
"(U) ","application/vnd.tmd.mediaflex.api+xml","(U) ","vnd.tmd.mediaflex.api+xml",
"(U) ","application/vnd.tml","(U) ","vnd.tml",
"(U) ","application/vnd.tmobile-livetv","(U) ","vnd.tmobile-livetv",
"(U) ","application/vnd.trid.tpt","(U) ","vnd.trid.tpt",
"(U) ","application/vnd.triscape.mxs","(U) ","vnd.triscape.mxs",
"(U) ","application/vnd.trueapp","(U) ","vnd.trueapp",
"(U) ","application/vnd.truedoc","(U) ","vnd.truedoc",
"(U) ","application/vnd.ubisoft.webplayer","(U) ","vnd.ubisoft.webplayer",
"(U) ","application/vnd.ufdl","(U) ","vnd.ufdl",
"(U) ","application/vnd.uiq.theme","(U) ","vnd.uiq.theme",
"(U) ","application/vnd.umajin","(U) ","vnd.umajin",
"(U) ","application/vnd.unity","(U) ","vnd.unity",
"(U) ","application/vnd.uoml+xml","(U) ","vnd.uoml+xml",
"(U) ","application/vnd.uplanet.alert","(U) ","vnd.uplanet.alert",
"(U) ","application/vnd.uplanet.alert-wbxml","(U) ","vnd.uplanet.alert-wbxml",
"(U) ","application/vnd.uplanet.bearer-choice","(U) ","vnd.uplanet.bearer-choice",
"(U) ","application/vnd.uplanet.bearer-choice-wbxml","(U) ","vnd.uplanet.bearer-choice-wbxml",
"(U) ","application/vnd.uplanet.cacheop","(U) ","vnd.uplanet.cacheop",
"(U) ","application/vnd.uplanet.cacheop-wbxml","(U) ","vnd.uplanet.cacheop-wbxml",
"(U) ","application/vnd.uplanet.channel","(U) ","vnd.uplanet.channel",
"(U) ","application/vnd.uplanet.channel-wbxml","(U) ","vnd.uplanet.channel-wbxml",
"(U) ","application/vnd.uplanet.list","(U) ","vnd.uplanet.list",
"(U) ","application/vnd.uplanet.list-wbxml","(U) ","vnd.uplanet.list-wbxml",
"(U) ","application/vnd.uplanet.listcmd","(U) ","vnd.uplanet.listcmd",
"(U) ","application/vnd.uplanet.listcmd-wbxml","(U) ","vnd.uplanet.listcmd-wbxml",
"(U) ","application/vnd.uplanet.signal","(U) ","vnd.uplanet.signal",
"(U) ","application/vnd.uri-map","(U) ","vnd.uri-map",
"(U) ","application/vnd.valve.source.material","(U) ","vnd.valve.source.material",
"(U) ","application/vnd.vcx","(U) ","vnd.vcx",
"(U) ","application/vnd.vd-study","(U) ","vnd.vd-study",
"(U) ","application/vnd.vectorworks","(U) ","vnd.vectorworks",
"(U) ","application/vnd.vel+json","(U) ","vnd.vel+json",
"(U) ","application/vnd.verimatrix.vcas","(U) ","vnd.verimatrix.vcas",
"(U) ","application/vnd.vidsoft.vidconference","(U) ","vnd.vidsoft.vidconference",
"(U) ","application/vnd.visio","(U) ","vnd.visio",
"(U) ","application/vnd.visionary","(U) ","vnd.visionary",
"(U) ","application/vnd.vividence.scriptfile","(U) ","vnd.vividence.scriptfile",
"(U) ","application/vnd.vsf","(U) ","vnd.vsf",
"(U) ","application/vnd.wap-slc","(U) ","vnd.wap.slc",
"(U) ","application/vnd.wap-wbxml","(U) ","vnd.wap.wbxml",
"(U) ","application/vnd.wap.sic","(U) ","vnd.wap.sic",
"(U) ","application/vnd.wap.wmlscriptc","(U) ","vnd.wap.wmlscriptc",
"(U) ","application/vnd.webturbo","(U) ","vnd.webturbo",
"(U) ","application/vnd.wfa.p2p","(U) ","vnd.wfa.p2p",
"(U) ","application/vnd.wfa.wsc","(U) ","vnd.wfa.wsc",
"(U) ","application/vnd.windows.devicepairing","(U) ","vnd.windows.devicepairing",
"(U) ","application/vnd.wmc","(U) ","vnd.wmc",
"(U) ","application/vnd.wmf.bootstrap","(U) ","vnd.wmf.bootstrap",
"(U) ","application/vnd.wolfram.mathematica","(U) ","vnd.wolfram.mathematica",
"(U) ","application/vnd.wolfram.mathematica.package","(U) ","vnd.wolfram.mathematica.package",
"(U) ","application/vnd.wolfram.player","(U) ","vnd.wolfram.player",
"(U) ","application/vnd.wordperfect","(U) ","vnd.wordperfect",
"(U) ","application/vnd.wqd","(U) ","vnd.wqd",
"(U) ","application/vnd.wrq-hp3000-labelled","(U) ","vnd.wrq-hp3000-labelled",
"(U) ","application/vnd.wt.stf","(U) ","vnd.wt.stf",
"(U) ","application/vnd.wv.csp+wbxml","(U) ","vnd.wv.csp+wbxml",
"(U) ","application/vnd.wv.csp+xml","(U) ","vnd.wv.csp+xml",
"(U) ","application/vnd.wv.ssp+xml","(U) ","vnd.wv.ssp+xml",
"(U) ","application/vnd.xacml+json","(U) ","vnd.xacml+json",
"(U) ","application/vnd.xara","(U) ","vnd.xara",
"(U) ","application/vnd.xfdl","(U) ","vnd.xfdl",
"(U) ","application/vnd.xfdl.webform","(U) ","vnd.xfdl.webform",
"(U) ","application/vnd.xmi+xml","(U) ","vnd.xmi+xml",
"(U) ","application/vnd.xmpie.cpkg","(U) ","vnd.xmpie.cpkg",
"(U) ","application/vnd.xmpie.dpkg","(U) ","vnd.xmpie.dpkg",
"(U) ","application/vnd.xmpie.plan","(U) ","vnd.xmpie.plan",
"(U) ","application/vnd.xmpie.ppkg","(U) ","vnd.xmpie.ppkg",
"(U) ","application/vnd.xmpie.xlim","(U) ","vnd.xmpie.xlim",
"(U) ","application/vnd.yamaha.hv-dic","(U) ","vnd.yamaha.hv-dic",
"(U) ","application/vnd.yamaha.hv-script","(U) ","vnd.yamaha.hv-script",
"(U) ","application/vnd.yamaha.hv-voice","(U) ","vnd.yamaha.hv-voice",
"(U) ","application/vnd.yamaha.openscoreformat","(U) ","vnd.yamaha.openscoreformat",
"(U) ","application/vnd.yamaha.openscoreformat.osfpvg+xml","(U) ","vnd.yamaha.openscoreformat.osfpvg+xml",
"(U) ","application/vnd.yamaha.remote-setup","(U) ","vnd.yamaha.remote-setup",
"(U) ","application/vnd.yamaha.smaf-audio","(U) ","vnd.yamaha.smaf-audio",
"(U) ","application/vnd.yamaha.smaf-phrase","(U) ","vnd.yamaha.smaf-phrase",
"(U) ","application/vnd.yamaha.through-ngn","(U) ","vnd.yamaha.through-ngn",
"(U) ","application/vnd.yamaha.tunnel-udpencap","(U) ","vnd.yamaha.tunnel-udpencap",
"(U) ","application/vnd.yaoweme","(U) ","vnd.yaoweme",
"(U) ","application/vnd.yellowriver-custom-menu","(U) ","vnd.yellowriver-custom-menu",
"(U) ","application/vnd.zul","(U) ","vnd.zul",
"(U) ","application/vnd.zzazz.deck+xml","(U) ","vnd.zzazz.deck+xml",
"(U) ","application/voicexml+xml","(U) ","voicexml+xml",
"(U) ","application/vq-rtcpxr","(U) ","vq-rtcpxr",
"(U) ","application/watcherinfo+xml","(U) ","watcherinfo+xml",
"(U) ","application/whoispp-query","(U) ","whoispp-query",
"(U) ","application/whoispp-response","(U) ","whoispp-response",
"(U) ","application/widget","(U) ","widget",
"(U) ","application/wita","(U) ","wita",
"(U) ","application/wordperfect5.1","(U) ","wordperfect5.1",
"(U) ","application/wsdl+xml","(U) ","wsdl+xml",
"(U) ","application/wspolicy+xml","(U) ","wspolicy+xml",
"(U) ","application/x-www-form-urlencoded","(U) ","x-www-form-urlencoded",
"(U) ","application/x400-bp","(U) ","x400-bp",
"(U) ","application/xacml+xml","(U) ","xacml+xml",
"(U) ","application/xcap-att+xml","(U) ","xcap-att+xml",
"(U) ","application/xcap-caps+xml","(U) ","xcap-caps+xml",
"(U) ","application/xcap-diff+xml","(U) ","xcap-diff+xml",
"(U) ","application/xcap-el+xml","(U) ","xcap-el+xml",
"(U) ","application/xcap-error+xml","(U) ","xcap-error+xml",
"(U) ","application/xcap-ns+xml","(U) ","xcap-ns+xml",
"(U) ","application/xcon-conference-info+xml","(U) ","xcon-conference-info+xml",
"(U) ","application/xcon-conference-info-diff+xml","(U) ","xcon-conference-info-diff+xml",
"(U) ","application/xenc+xml","(U) ","xenc+xml",
"(U) ","application/xhtml+xml","(U) ","xhtml+xml",
"(U) ","application/xml","(U) ","xml",
"(U) ","application/xml-dtd","(U) ","xml-dtd",
"(U) ","application/xml-external-parsed-entity","(U) ","xml-external-parsed-entity",
"(U) ","application/xml-patch+xml","(U) ","xml-patch+xml",
"(U) ","application/xmpp+xml","(U) ","xmpp+xml",
"(U) ","application/xop+xml","(U) ","xop+xml",
"(U) ","application/xslt+xml","(U) ","xslt+xml",
"(U) ","application/xv+xml","(U) ","xv+xml",
"(U) ","application/yang","(U) ","yang",
"(U) ","application/yin+xml","(U) ","yin+xml",
"(U) ","application/zip","(U) ","zip",
"(U) ","application/zlib","(U) ","zlib",
"(U) ","audio/1d-interleaved-parityfec","(U) ","1d-interleaved-parityfec",
"(U) ","audio/32kadpcm","(U) ","32kadpcm",
"(U) ","audio/3gpp","(U) ","3gpp",
"(U) ","audio/3gpp2","(U) ","3gpp2",
"(U) ","audio/AMR","(U) ","AMR",
"(U) ","audio/AMR-WB","(U) ","AMR-WB",
"(U) ","audio/ATRAC-ADVANCED-LOSSLESS","(U) ","ATRAC-ADVANCED-LOSSLESS",
"(U) ","audio/ATRAC-X","(U) ","ATRAC-X",
"(U) ","audio/ATRAC3","(U) ","ATRAC3",
"(U) ","audio/BV16","(U) ","BV16",
"(U) ","audio/BV32","(U) ","BV32",
"(U) ","audio/CN","(U) ","CN",
"(U) ","audio/DAT12","(U) ","DAT12",
"(U) ","audio/DV","(U) ","DV",
"(U) ","audio/DVI4","(U) ","DVI4",
"(U) ","audio/EVRC","(U) ","EVRC",
"(U) ","audio/EVRC-QCP","(U) ","EVRC-QCP",
"(U) ","audio/EVRC0","(U) ","EVRC0",
"(U) ","audio/EVRC1","(U) ","EVRC1",
"(U) ","audio/EVRCB","(U) ","EVRCB",
"(U) ","audio/EVRCB0","(U) ","EVRCB0",
"(U) ","audio/EVRCB1","(U) ","EVRCB1",
"(U) ","audio/EVRCNW","(U) ","EVRCNW",
"(U) ","audio/EVRCNW0","(U) ","EVRCNW0",
"(U) ","audio/EVRCNW1","(U) ","EVRCNW1",
"(U) ","audio/EVRCWB","(U) ","EVRCWB",
"(U) ","audio/EVRCWB0","(U) ","EVRCWB0",
"(U) ","audio/EVRCWB1","(U) ","EVRCWB1",
"(U) ","audio/EVS","(U) ","EVS",
"(U) ","audio/G711-0","(U) ","G711-0",
"(U) ","audio/G719","(U) ","G719",
"(U) ","audio/G722","(U) ","G722",
"(U) ","audio/G7221","(U) ","G7221",
"(U) ","audio/G723","(U) ","G723",
"(U) ","audio/G726-16","(U) ","G726-16",
"(U) ","audio/G726-24","(U) ","G726-24",
"(U) ","audio/G726-32","(U) ","G726-32",
"(U) ","audio/G726-40","(U) ","G726-40",
"(U) ","audio/G728","(U) ","G728",
"(U) ","audio/G729","(U) ","G729",
"(U) ","audio/G7291","(U) ","G7291",
"(U) ","audio/G729D","(U) ","G729D",
"(U) ","audio/G729E","(U) ","G729E",
"(U) ","audio/GSM","(U) ","GSM",
"(U) ","audio/GSM-EFR","(U) ","GSM-EFR",
"(U) ","audio/GSM-HR-08","(U) ","GSM-HR-08",
"(U) ","audio/L16","(U) ","L16",
"(U) ","audio/L20","(U) ","L20",
"(U) ","audio/L24","(U) ","L24",
"(U) ","audio/L8","(U) ","L8",
"(U) ","audio/LPC","(U) ","LPC",
"(U) ","audio/MP4A-LATM","(U) ","MP4A-LATM",
"(U) ","audio/MPA","(U) ","MPA",
"(U) ","audio/PCMA","(U) ","PCMA",
"(U) ","audio/PCMA-WB","(U) ","PCMA-WB",
"(U) ","audio/PCMU","(U) ","PCMU",
"(U) ","audio/PCMU-WB","(U) ","PCMU-WB",
"(U) ","audio/QCELP","(U) ","QCELP",
"(U) ","audio/RED","(U) ","RED",
"(U) ","audio/SMV","(U) ","SMV",
"(U) ","audio/SMV-QCP","(U) ","SMV-QCP",
"(U) ","audio/SMV0","(U) ","SMV0",
"(U) ","audio/UEMCLIP","(U) ","UEMCLIP",
"(U) ","audio/VDVI","(U) ","VDVI",
"(U) ","audio/VMR-WB","(U) ","VMR-WB",
"(U) ","audio/ac3","(U) ","ac3",
"(U) ","audio/amr-wb+","(U) ","amr-wb+",
"(U) ","audio/aptx","(U) ","aptx",
"(U) ","audio/asc","(U) ","asc",
"(U) ","audio/basic","(U) ","basic",
"(U) ","audio/clearmode","(U) ","clearmode",
"(U) ","audio/dls","(U) ","dls",
"(U) ","audio/dsr-es201108","(U) ","dsr-es201108",
"(U) ","audio/dsr-es202050","(U) ","dsr-es202050",
"(U) ","audio/dsr-es202211","(U) ","dsr-es202211",
"(U) ","audio/dsr-es202212","(U) ","dsr-es202212",
"(U) ","audio/eac3","(U) ","eac3",
"(U) ","audio/encaprtp","(U) ","encaprtp",
"(U) ","audio/example","(U) ","example",
"(U) ","audio/fwdred","(U) ","fwdred",
"(U) ","audio/iLBC","(U) ","iLBC",
"(U) ","audio/ip-mr_v2.5","(U) ","ip-mr_v2.5",
"(U) ","audio/mobile-xmf","(U) ","mobile-xmf",
"(U) ","audio/mp4","(U) ","mp4",
"(U) ","audio/mpa-robust","(U) ","mpa-robust",
"(U) ","audio/mpeg","(U) ","mpeg",
"(U) ","audio/mpeg4-generic","(U) ","mpeg4-generic",
"(U) ","audio/ogg","(U) ","ogg",
"(U) ","audio/opus","(U) ","opus",
"(U) ","audio/parityfec","(U) ","parityfec",
"(U) ","audio/prs.sid","(U) ","prs.sid",
"(U) ","audio/raptorfec","(U) ","raptorfec",
"(U) ","audio/rtp-enc-aescm128","(U) ","rtp-enc-aescm128",
"(U) ","audio/rtp-midi","(U) ","rtp-midi",
"(U) ","audio/rtploopback","(U) ","rtploopback",
"(U) ","audio/rtx","(U) ","rtx",
"(U) ","audio/sp-midi","(U) ","sp-midi",
"(U) ","audio/speex","(U) ","speex",
"(U) ","audio/t140c","(U) ","t140c",
"(U) ","audio/t38","(U) ","t38",
"(U) ","audio/telephone-event","(U) ","telephone-event",
"(U) ","audio/tone","(U) ","tone",
"(U) ","audio/ulpfec","(U) ","ulpfec",
"(U) ","audio/vnd.3gpp.iufp","(U) ","vnd.3gpp.iufp",
"(U) ","audio/vnd.4SB","(U) ","vnd.4SB",
"(U) ","audio/vnd.CELP","(U) ","vnd.CELP",
"(U) ","audio/vnd.audiokoz","(U) ","vnd.audiokoz",
"(U) ","audio/vnd.cisco.nse","(U) ","vnd.cisco.nse",
"(U) ","audio/vnd.cmles.radio-events","(U) ","vnd.cmles.radio-events",
"(U) ","audio/vnd.cns.anp1","(U) ","vnd.cns.anp1",
"(U) ","audio/vnd.cns.inf1","(U) ","vnd.cns.inf1",
"(U) ","audio/vnd.dece.audio","(U) ","vnd.dece.audio",
"(U) ","audio/vnd.digital-winds","(U) ","vnd.digital-winds",
"(U) ","audio/vnd.dlna.adts","(U) ","vnd.dlna.adts",
"(U) ","audio/vnd.dolby.heaac.1","(U) ","vnd.dolby.heaac.1",
"(U) ","audio/vnd.dolby.heaac.2","(U) ","vnd.dolby.heaac.2",
"(U) ","audio/vnd.dolby.mlp","(U) ","vnd.dolby.mlp",
"(U) ","audio/vnd.dolby.mps","(U) ","vnd.dolby.mps",
"(U) ","audio/vnd.dolby.pl2","(U) ","vnd.dolby.pl2",
"(U) ","audio/vnd.dolby.pl2x","(U) ","vnd.dolby.pl2x",
"(U) ","audio/vnd.dolby.pl2z","(U) ","vnd.dolby.pl2z",
"(U) ","audio/vnd.dolby.pulse.1","(U) ","vnd.dolby.pulse.1",
"(U) ","audio/vnd.dra","(U) ","vnd.dra",
"(U) ","audio/vnd.dts","(U) ","vnd.dts",
"(U) ","audio/vnd.dts.hd","(U) ","vnd.dts.hd",
"(U) ","audio/vnd.dvb.file","(U) ","vnd.dvb.file",
"(U) ","audio/vnd.everad.plj","(U) ","vnd.everad.plj",
"(U) ","audio/vnd.hns.audio","(U) ","vnd.hns.audio",
"(U) ","audio/vnd.lucent.voice","(U) ","vnd.lucent.voice",
"(U) ","audio/vnd.ms-playready.media.pya","(U) ","vnd.ms-playready.media.pya",
"(U) ","audio/vnd.nokia.mobile-xmf","(U) ","vnd.nokia.mobile-xmf",
"(U) ","audio/vnd.nortel.vbk","(U) ","vnd.nortel.vbk",
"(U) ","audio/vnd.nuera.ecelp4800","(U) ","vnd.nuera.ecelp4800",
"(U) ","audio/vnd.nuera.ecelp7470","(U) ","vnd.nuera.ecelp7470",
"(U) ","audio/vnd.nuera.ecelp9600","(U) ","vnd.nuera.ecelp9600",
"(U) ","audio/vnd.octel.sbc","(U) ","vnd.octel.sbc",
"(U) ","audio/vnd.rhetorex.32kadpcm","(U) ","vnd.rhetorex.32kadpcm",
"(U) ","audio/vnd.rip","(U) ","vnd.rip",
"(U) ","audio/vnd.sealedmedia.softseal-mpeg","(U) ","vnd.sealedmedia.softseal.mpeg",
"(U) ","audio/vnd.vmx.cvsd","(U) ","vnd.vmx.cvsd",
"(U) ","audio/vorbis","(U) ","vorbis",
"(U) ","audio/vorbis-config","(U) ","vorbis-config",
"(U) ","image/cgm","(U) ","cgm",
"(U) ","image/example","(U) ","example",
"(U) ","image/fits","(U) ","fits",
"(U) ","image/g3fax","(U) ","g3fax",
"(U) ","image/gif","(U) ","gif",
"(U) ","image/ief","(U) ","ief",
"(U) ","image/jp2","(U) ","jp2",
"(U) ","image/jpeg","(U) ","jpeg",
"(U) ","image/jpm","(U) ","jpm",
"(U) ","image/jpx","(U) ","jpx",
"(U) ","image/ktx","(U) ","ktx",
"(U) ","image/naplps","(U) ","naplps",
"(U) ","image/png","(U) ","png",
"(U) ","image/prs.btif","(U) ","prs.btif",
"(U) ","image/prs.pti","(U) ","prs.pti",
"(U) ","image/pwg-raster","(U) ","pwg-raster",
"(U) ","image/svg+xml","(U) ","svg+xml",
"(U) ","image/t38","(U) ","t38",
"(U) ","image/tiff","(U) ","tiff",
"(U) ","image/tiff-fx","(U) ","tiff-fx",
"(U) ","image/vnd-djvu","(U) ","vnd.djvu",
"(U) ","image/vnd-svf","(U) ","vnd.svf",
"(U) ","image/vnd-wap-wbmp","(U) ","vnd.wap.wbmp",
"(U) ","image/vnd.adobe.photoshop","(U) ","vnd.adobe.photoshop",
"(U) ","image/vnd.airzip.accelerator.azv","(U) ","vnd.airzip.accelerator.azv",
"(U) ","image/vnd.cns.inf2","(U) ","vnd.cns.inf2",
"(U) ","image/vnd.dece.graphic","(U) ","vnd.dece.graphic",
"(U) ","image/vnd.dvb.subtitle","(U) ","vnd.dvb.subtitle",
"(U) ","image/vnd.dwg","(U) ","vnd.dwg",
"(U) ","image/vnd.dxf","(U) ","vnd.dxf",
"(U) ","image/vnd.fastbidsheet","(U) ","vnd.fastbidsheet",
"(U) ","image/vnd.fpx","(U) ","vnd.fpx",
"(U) ","image/vnd.fst","(U) ","vnd.fst",
"(U) ","image/vnd.fujixerox.edmics-mmr","(U) ","vnd.fujixerox.edmics-mmr",
"(U) ","image/vnd.fujixerox.edmics-rlc","(U) ","vnd.fujixerox.edmics-rlc",
"(U) ","image/vnd.globalgraphics.pgb","(U) ","vnd.globalgraphics.pgb",
"(U) ","image/vnd.microsoft.icon","(U) ","vnd.microsoft.icon",
"(U) ","image/vnd.mix","(U) ","vnd.mix",
"(U) ","image/vnd.mozilla.apng","(U) ","vnd.mozilla.apng",
"(U) ","image/vnd.ms-modi","(U) ","vnd.ms-modi",
"(U) ","image/vnd.net-fpx","(U) ","vnd.net-fpx",
"(U) ","image/vnd.radiance","(U) ","vnd.radiance",
"(U) ","image/vnd.sealed-png","(U) ","vnd.sealed.png",
"(U) ","image/vnd.sealedmedia.softseal-gif","(U) ","vnd.sealedmedia.softseal.gif",
"(U) ","image/vnd.sealedmedia.softseal-jpg","(U) ","vnd.sealedmedia.softseal.jpg",
"(U) ","image/vnd.tencent.tap","(U) ","vnd.tencent.tap",
"(U) ","image/vnd.valve.source.texture","(U) ","vnd.valve.source.texture",
"(U) ","image/vnd.xiff","(U) ","vnd.xiff",
"(U) ","image/vnd.zbrush.pcx","(U) ","vnd.zbrush.pcx",
"(U) ","message/CPIM","(U) ","CPIM",
"(U) ","message/delivery-status","(U) ","delivery-status",
"(U) ","message/disposition-notification","(U) ","disposition-notification",
"(U) ","message/example","(U) ","example",
"(U) ","message/external-body","(U) ","external-body",
"(U) ","message/feedback-report","(U) ","feedback-report",
"(U) ","message/global","(U) ","global",
"(U) ","message/global-delivery-status","(U) ","global-delivery-status",
"(U) ","message/global-disposition-notification","(U) ","global-disposition-notification",
"(U) ","message/global-headers","(U) ","global-headers",
"(U) ","message/http","(U) ","http",
"(U) ","message/imdn+xml","(U) ","imdn+xml",
"(U) ","message/partial","(U) ","partial",
"(U) ","message/rfc822","(U) ","rfc822",
"(U) ","message/s-http","(U) ","s-http",
"(U) ","message/sip","(U) ","sip",
"(U) ","message/sipfrag","(U) ","sipfrag",
"(U) ","message/tracking-status","(U) ","tracking-status",
"(U) ","message/vnd.wfa.wsc","(U) ","vnd.wfa.wsc",
"(U) ","model/example","(U) ","example",
"(U) ","model/iges","(U) ","iges",
"(U) ","model/mesh","(U) ","mesh",
"(U) ","model/vnd-dwf","(U) ","vnd.dwf",
"(U) ","model/vnd.collada+xml","(U) ","vnd.collada+xml",
"(U) ","model/vnd.flatland.3dml","(U) ","vnd.flatland.3dml",
"(U) ","model/vnd.gdl","(U) ","vnd.gdl",
"(U) ","model/vnd.gs-gdl","(U) ","vnd.gs-gdl",
"(U) ","model/vnd.gtw","(U) ","vnd.gtw",
"(U) ","model/vnd.moml+xml","(U) ","vnd.moml+xml",
"(U) ","model/vnd.mts","(U) ","vnd.mts",
"(U) ","model/vnd.opengex","(U) ","vnd.opengex",
"(U) ","model/vnd.parasolid.transmit-binary","(U) ","vnd.parasolid.transmit.binary",
"(U) ","model/vnd.parasolid.transmit-text","(U) ","vnd.parasolid.transmit.text",
"(U) ","model/vnd.rosette.annotated-data-model","(U) ","vnd.rosette.annotated-data-model",
"(U) ","model/vnd.valve.source.compiled-map","(U) ","vnd.valve.source.compiled-map",
"(U) ","model/vnd.vtu","(U) ","vnd.vtu",
"(U) ","model/vrml","(U) ","vrml",
"(U) ","model/x3d+fastinfoset","(U) ","x3d+fastinfoset",
"(U) ","model/x3d+xml","(U) ","x3d+xml",
"(U) ","model/x3d-vrml","(U) ","x3d-vrml",
"(U) ","multipart/alternative","(U) ","alternative",
"(U) ","multipart/appledouble","(U) ","appledouble",
"(U) ","multipart/byteranges","(U) ","byteranges",
"(U) ","multipart/digest","(U) ","digest",
"(U) ","multipart/encrypted","(U) ","encrypted",
"(U) ","multipart/example","(U) ","example",
"(U) ","multipart/form-data","(U) ","form-data",
"(U) ","multipart/header-set","(U) ","header-set",
"(U) ","multipart/mixed","(U) ","mixed",
"(U) ","multipart/parallel","(U) ","parallel",
"(U) ","multipart/related","(U) ","related",
"(U) ","multipart/report","(U) ","report",
"(U) ","multipart/signed","(U) ","signed",
"(U) ","multipart/voice-message","(U) ","voice-message",
"(U) ","multipart/x-mixed-replace","(U) ","x-mixed-replace",
"(U) ","text/1d-interleaved-parityfec","(U) ","1d-interleaved-parityfec",
"(U) ","text/RED","(U) ","RED",
"(U) ","text/SGML","(U) ","sgml",
"(U) ","text/cache-manifest","(U) ","cache-manifest",
"(U) ","text/calendar","(U) ","calendar",
"(U) ","text/css","(U) ","css",
"(U) ","text/csv","(U) ","csv",
"(U) ","text/csv-schema","(U) ","csv-schema",
"(U) ","text/dns","(U) ","dns",
"(U) ","text/encaprtp","(U) ","encaprtp",
"(U) ","text/enriched","(U) ","enriched",
"(U) ","text/example","(U) ","example",
"(U) ","text/fwdred","(U) ","fwdred",
"(U) ","text/grammar-ref-list","(U) ","grammar-ref-list",
"(U) ","text/html","(U) ","html",
"(U) ","text/jcr-cnd","(U) ","jcr-cnd",
"(U) ","text/markdown","(U) ","markdown",
"(U) ","text/mizar","(U) ","mizar",
"(U) ","text/n3","(U) ","n3",
"(U) ","text/parameters","(U) ","parameters",
"(U) ","text/parityfec","(U) ","parityfec",
"(U) ","text/plain","(U) ","plain",
"(U) ","text/provenance-notation","(U) ","provenance-notation",
"(U) ","text/prs.fallenstein.rst","(U) ","prs.fallenstein.rst",
"(U) ","text/prs.lines.tag","(U) ","prs.lines.tag",
"(U) ","text/prs.prop.logic","(U) ","prs.prop.logic",
"(U) ","text/raptorfec","(U) ","raptorfec",
"(U) ","text/rfc822-headers","(U) ","rfc822-headers",
"(U) ","text/richtext","(U) ","richtext",
"(U) ","text/rtf","(U) ","rtf",
"(U) ","text/rtp-enc-aescm128","(U) ","rtp-enc-aescm128",
"(U) ","text/rtploopback","(U) ","rtploopback",
"(U) ","text/rtx","(U) ","rtx",
"(U) ","text/t140","(U) ","t140",
"(U) ","text/tab-separated-values","(U) ","tab-separated-values",
"(U) ","text/troff","(U) ","troff",
"(U) ","text/turtle","(U) ","turtle",
"(U) ","text/ulpfec","(U) ","ulpfec",
"(U) ","text/uri-list","(U) ","uri-list",
"(U) ","text/vcard","(U) ","vcard",
"(U) ","text/vnd-a","(U) ","vnd.a",
"(U) ","text/vnd-curl","(U) ","vnd.curl",
"(U) ","text/vnd.DMClientScript","(U) ","vnd.DMClientScript",
"(U) ","text/vnd.IPTC.NITF","(U) ","vnd.IPTC.NITF",
"(U) ","text/vnd.IPTC.NewsML","(U) ","vnd.IPTC.NewsML",
"(U) ","text/vnd.abc","(U) ","vnd.abc",
"(U) ","text/vnd.debian.copyright","(U) ","vnd.debian.copyright",
"(U) ","text/vnd.dvb.subtitle","(U) ","vnd.dvb.subtitle",
"(U) ","text/vnd.esmertec.theme-descriptor","(U) ","vnd.esmertec.theme-descriptor",
"(U) ","text/vnd.fly","(U) ","vnd.fly",
"(U) ","text/vnd.fmi.flexstor","(U) ","vnd.fmi.flexstor",
"(U) ","text/vnd.graphviz","(U) ","vnd.graphviz",
"(U) ","text/vnd.in3d.3dml","(U) ","vnd.in3d.3dml",
"(U) ","text/vnd.in3d.spot","(U) ","vnd.in3d.spot",
"(U) ","text/vnd.latex-z","(U) ","vnd.latex-z",
"(U) ","text/vnd.motorola.reflex","(U) ","vnd.motorola.reflex",
"(U) ","text/vnd.ms-mediapackage","(U) ","vnd.ms-mediapackage",
"(U) ","text/vnd.net2phone.commcenter.command","(U) ","vnd.net2phone.commcenter.command",
"(U) ","text/vnd.radisys.msml-basic-layout","(U) ","vnd.radisys.msml-basic-layout",
"(U) ","text/vnd.sun.j2me.app-descriptor","(U) ","vnd.sun.j2me.app-descriptor",
"(U) ","text/vnd.trolltech.linguist","(U) ","vnd.trolltech.linguist",
"(U) ","text/vnd.wap-wml","(U) ","vnd.wap.wml",
"(U) ","text/vnd.wap.si","(U) ","vnd.wap.si",
"(U) ","text/vnd.wap.sl","(U) ","vnd.wap.sl",
