"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","tor","(U) ","Togbo-Vara Banda",
"(U) ","tos","(U) ","Highland Totonac",
"(U) ","tou","(U) ","Tho",
"(U) ","tov","(U) ","Upper Taromi",
"(U) ","tow","(U) ","Jemez",
"(U) ","tox","(U) ","Tobian",
"(U) ","toy","(U) ","Topoiyo",
"(U) ","toz","(U) ","To",
"(U) ","tpa","(U) ","Taupota",
"(U) ","tpc","(U) ","Azoyú Me'phaa",
"(U) ","tpe","(U) ","Tippera",
"(U) ","tpf","(U) ","Tarpia",
"(U) ","tpg","(U) ","Kula",
"(U) ","tpi","(U) ","Tok Pisin",
"(U) ","tpj","(U) ","Tapieté",
"(U) ","tpk","(U) ","Tupinikin",
"(U) ","tpl","(U) ","Tlacoapa Me'phaa",
"(U) ","tpm","(U) ","Tampulma",
"(U) ","tpn","(U) ","Tupinambá",
"(U) ","tpo","(U) ","Tai Pao",
"(U) ","tpp","(U) ","Pisaflores Tepehua",
"(U) ","tpq","(U) ","Tukpa",
"(U) ","tpr","(U) ","Tuparí",
"(U) ","tpt","(U) ","Tlachichilco Tepehua",
"(U) ","tpu","(U) ","Tampuan",
"(U) ","tpv","(U) ","Tanapag",
"(U) ","tpw","(U) ","Tupí",
"(U) ","tpx","(U) ","Acatepec Me'phaa",
"(U) ","tpy","(U) ","Trumai",
"(U) ","tpz","(U) ","Tinputz",
"(U) ","tqb","(U) ","Tembé",
"(U) ","tql","(U) ","Lehali",
"(U) ","tqm","(U) ","Turumsa",
"(U) ","tqn","(U) ","Tenino",
"(U) ","tqo","(U) ","Toaripi",
"(U) ","tqp","(U) ","Tomoip",
"(U) ","tqq","(U) ","Tunni",
"(U) ","tqr","(U) ","Torona",
"(U) ","tqt","(U) ","Western Totonac",
"(U) ","tqu","(U) ","Touo",
"(U) ","tqw","(U) ","Tonkawa",
"(U) ","tra","(U) ","Tirahi",
"(U) ","trb","(U) ","Terebu",
"(U) ","trc","(U) ","Copala Triqui",
"(U) ","trd","(U) ","Turi",
"(U) ","tre","(U) ","East Tarangan",
"(U) ","trf","(U) ","Trinidadian Creole English",
"(U) ","trg","(U) ","Lishán Didán",
"(U) ","trh","(U) ","Turaka",
"(U) ","tri","(U) ","Trió",
"(U) ","trj","(U) ","Toram",
"(U) ","trl","(U) ","Traveller Scottish",
"(U) ","trm","(U) ","Tregami",
"(U) ","trn","(U) ","Trinitario",
"(U) ","tro","(U) ","Tarao Naga",
"(U) ","trp","(U) ","Kok Borok",
"(U) ","trq","(U) ","San Martín Itunyoso Triqui",
"(U) ","trr","(U) ","Taushiro",
"(U) ","trs","(U) ","Chicahuaxtla Triqui",
"(U) ","trt","(U) ","Tunggare",
"(U) ","tru","(U) ","Turoyo",
"(U) ","trv","(U) ","Taroko",
"(U) ","trw","(U) ","Torwali",
"(U) ","trx","(U) ","Tringgus-Sembaan Bidayuh",
"(U) ","try","(U) ","Turung",
"(U) ","trz","(U) ","Torá",
"(U) ","tsa","(U) ","Tsaangi",
"(U) ","tsb","(U) ","Tsamai",
"(U) ","tsc","(U) ","Tswa",
"(U) ","tsd","(U) ","Tsakonian",
"(U) ","tse","(U) ","Tunisian Sign Language",
"(U) ","tsf","(U) ","Southwestern Tamang",
"(U) ","tsg","(U) ","Tausug",
"(U) ","tsh","(U) ","Tsuvan",
"(U) ","tsi","(U) ","Tsimshian",
"(U) ","tsj","(U) ","Tshangla",
"(U) ","tsk","(U) ","Tseku",
"(U) ","tsl","(U) ","Ts'ün-Lao",
"(U) ","tsm","(U) ","Turkish Sign Language",
"(U) ","tsn","(U) ","Tswana",
"(U) ","tso","(U) ","Tsonga",
"(U) ","tsp","(U) ","Northern Toussian",
"(U) ","tsq","(U) ","Thai Sign Language",
"(U) ","tsr","(U) ","Akei",
"(U) ","tss","(U) ","Taiwan Sign Language",
"(U) ","tst","(U) ","Tondi Songway Kiini",
"(U) ","tsu","(U) ","Tsou",
"(U) ","tsv","(U) ","Tsogo",
"(U) ","tsw","(U) ","Tsishingini",
"(U) ","tsx","(U) ","Mubami",
"(U) ","tsy","(U) ","Tebul Sign Language",
"(U) ","tsz","(U) ","Purepecha",
"(U) ","tta","(U) ","Tutelo",
"(U) ","ttb","(U) ","Gaa",
"(U) ","ttc","(U) ","Tektiteko",
"(U) ","ttd","(U) ","Tauade",
"(U) ","tte","(U) ","Bwanabwana",
"(U) ","ttf","(U) ","Tuotomb",
"(U) ","ttg","(U) ","Tutong",
"(U) ","tth","(U) ","Upper Ta'oih",
"(U) ","tti","(U) ","Tobati",
"(U) ","ttj","(U) ","Tooro",
"(U) ","ttk","(U) ","Totoro",
"(U) ","ttl","(U) ","Totela",
"(U) ","ttm","(U) ","Northern Tutchone",
"(U) ","ttn","(U) ","Towei",
"(U) ","tto","(U) ","Lower Ta'oih",
"(U) ","ttp","(U) ","Tombelala",
"(U) ","ttq","(U) ","Tawallammat Tamajaq",
"(U) ","ttr","(U) ","Tera",
"(U) ","tts","(U) ","Northeastern Thai",
"(U) ","ttt","(U) ","Muslim Tat",
"(U) ","ttu","(U) ","Torau",
"(U) ","ttv","(U) ","Titan",
"(U) ","ttw","(U) ","Long Wat",
"(U) ","tty","(U) ","Sikaritai",
"(U) ","ttz","(U) ","Tsum",
"(U) ","tua","(U) ","Wiarumus",
"(U) ","tub","(U) ","Tübatulabal",
"(U) ","tuc","(U) ","Mutu",
"(U) ","tud","(U) ","Tuxá",
"(U) ","tue","(U) ","Tuyuca",
"(U) ","tuf","(U) ","Central Tunebo",
"(U) ","tug","(U) ","Tunia",
"(U) ","tuh","(U) ","Taulil",
"(U) ","tui","(U) ","Tupuri",
"(U) ","tuj","(U) ","Tugutil",
"(U) ","tuk","(U) ","Turkmen",
"(U) ","tul","(U) ","Tula",
"(U) ","tum","(U) ","Tumbuka",
"(U) ","tun","(U) ","Tunica",
"(U) ","tuo","(U) ","Tucano",
"(U) ","tuq","(U) ","Tedaga",
"(U) ","tur","(U) ","Turkish",
"(U) ","tus","(U) ","Tuscarora",
"(U) ","tuu","(U) ","Tututni",
"(U) ","tuv","(U) ","Turkana",
"(U) ","tux","(U) ","Tuxináwa",
"(U) ","tuy","(U) ","Tugen",
"(U) ","tuz","(U) ","Turka",
"(U) ","tva","(U) ","Vaghua",
"(U) ","tvd","(U) ","Tsuvadi",
"(U) ","tve","(U) ","Te'un",
"(U) ","tvk","(U) ","Southeast Ambrym",
"(U) ","tvl","(U) ","Tuvalu",
"(U) ","tvm","(U) ","Tela-Masbuar",
"(U) ","tvn","(U) ","Tavoyan",
"(U) ","tvo","(U) ","Tidore",
"(U) ","tvs","(U) ","Taveta",
"(U) ","tvt","(U) ","Tutsa Naga",
"(U) ","tvu","(U) ","Tunen",
"(U) ","tvw","(U) ","Sedoa",
"(U) ","tvy","(U) ","Timor Pidgin",
"(U) ","twa","(U) ","Twana",
"(U) ","twb","(U) ","Western Tawbuid",
"(U) ","twc","(U) ","Teshenawa",
"(U) ","twd","(U) ","Twents",
"(U) ","twe","(U) ","Tewa (Indonesia)",
"(U) ","twf","(U) ","Northern Tiwa",
"(U) ","twg","(U) ","Tereweng",
"(U) ","twh","(U) ","Tai Dón",
"(U) ","twi","(U) ","Twi",
"(U) ","twl","(U) ","Tawara",
"(U) ","twm","(U) ","Tawang Monpa",
"(U) ","twn","(U) ","Twendi",
"(U) ","two","(U) ","Tswapong",
"(U) ","twp","(U) ","Ere",
"(U) ","twq","(U) ","Tasawaq",
"(U) ","twr","(U) ","Southwestern Tarahumara",
"(U) ","twt","(U) ","Turiwára",
"(U) ","twu","(U) ","Termanu",
"(U) ","tww","(U) ","Tuwari",
"(U) ","twx","(U) ","Tewe",
"(U) ","twy","(U) ","Tawoyan",
"(U) ","txa","(U) ","Tombonuo",
"(U) ","txb","(U) ","Tokharian B",
"(U) ","txc","(U) ","Tsetsaut",
"(U) ","txe","(U) ","Totoli",
"(U) ","txg","(U) ","Tangut",
"(U) ","txh","(U) ","Thracian",
"(U) ","txi","(U) ","Ikpeng",
"(U) ","txj","(U) ","Tarjumo",
"(U) ","txm","(U) ","Tomini",
"(U) ","txn","(U) ","West Tarangan",
"(U) ","txo","(U) ","Toto",
"(U) ","txq","(U) ","Tii",
"(U) ","txr","(U) ","Tartessian",
"(U) ","txs","(U) ","Tonsea",
"(U) ","txt","(U) ","Citak",
"(U) ","txu","(U) ","Kayapó",
"(U) ","txx","(U) ","Tatana",
"(U) ","txy","(U) ","Tanosy Malagasy",
"(U) ","tya","(U) ","Tauya",
"(U) ","tye","(U) ","Kyenga",
"(U) ","tyh","(U) ","O'du",
"(U) ","tyi","(U) ","Teke-Tsaayi",
"(U) ","tyj","(U) ","Tai Do",
"(U) ","tyl","(U) ","Thu Lao",
"(U) ","tyn","(U) ","Kombai",
"(U) ","typ","(U) ","Thaypan",
"(U) ","tyr","(U) ","Tai Daeng",
"(U) ","tys","(U) ","Tày Sa Pa",
"(U) ","tyt","(U) ","Tày Tac",
"(U) ","tyu","(U) ","Kua",
"(U) ","tyv","(U) ","Tuvinian",
"(U) ","tyx","(U) ","Teke-Tyee",
"(U) ","tyz","(U) ","Tày",
"(U) ","tza","(U) ","Tanzanian Sign Language",
"(U) ","tzh","(U) ","Tzeltal",
"(U) ","tzj","(U) ","Tz'utujil",
"(U) ","tzl","(U) ","Talossan",
"(U) ","tzm","(U) ","Central Atlas Tamazight",
"(U) ","tzn","(U) ","Tugun",
"(U) ","tzo","(U) ","Tzotzil",
"(U) ","tzx","(U) ","Tabriak",
"(U) ","uam","(U) ","Uamué",
"(U) ","uan","(U) ","Kuan",
"(U) ","uar","(U) ","Tairuma",
"(U) ","uba","(U) ","Ubang",
"(U) ","ubi","(U) ","Ubi",
"(U) ","ubl","(U) ","Buhi'non Bikol",
"(U) ","ubr","(U) ","Ubir",
"(U) ","ubu","(U) ","Umbu-Ungu",
"(U) ","uby","(U) ","Ubykh",
"(U) ","uda","(U) ","Uda",
"(U) ","ude","(U) ","Udihe",
"(U) ","udg","(U) ","Muduga",
"(U) ","udi","(U) ","Udi",
"(U) ","udj","(U) ","Ujir",
"(U) ","udl","(U) ","Wuzlam",
"(U) ","udm","(U) ","Udmurt",
"(U) ","udu","(U) ","Uduk",
"(U) ","ues","(U) ","Kioko",
"(U) ","ufi","(U) ","Ufim",
"(U) ","uga","(U) ","Ugaritic",
"(U) ","ugb","(U) ","Kuku-Ugbanh",
"(U) ","uge","(U) ","Ughele",
"(U) ","ugn","(U) ","Ugandan Sign Language",
"(U) ","ugo","(U) ","Ugong",
"(U) ","ugy","(U) ","Uruguayan Sign Language",
"(U) ","uha","(U) ","Uhami",
"(U) ","uhn","(U) ","Damal",
"(U) ","uig","(U) ","Uighur",
"(U) ","uis","(U) ","Uisai",
"(U) ","uiv","(U) ","Iyive",
"(U) ","uji","(U) ","Tanjijili",
"(U) ","uka","(U) ","Kaburi",
"(U) ","ukg","(U) ","Ukuriguma",
"(U) ","ukh","(U) ","Ukhwejo",
"(U) ","ukl","(U) ","Ukrainian Sign Language",
"(U) ","ukp","(U) ","Ukpe-Bayobiri",
"(U) ","ukq","(U) ","Ukwa",
"(U) ","ukr","(U) ","Ukrainian",
"(U) ","uks","(U) ","Urubú-Kaapor Sign Language",
"(U) ","uku","(U) ","Ukue",
"(U) ","ukw","(U) ","Ukwuani-Aboh-Ndoni",
"(U) ","uky","(U) ","Kuuk-Yak",
"(U) ","ula","(U) ","Fungwa",
"(U) ","ulb","(U) ","Ulukwumi",
"(U) ","ulc","(U) ","Ulch",
"(U) ","ule","(U) ","Lule",
"(U) ","ulf","(U) ","Usku",
"(U) ","uli","(U) ","Ulithian",
"(U) ","ulk","(U) ","Meriam",
"(U) ","ull","(U) ","Ullatan",
"(U) ","ulm","(U) ","Ulumanda'",
"(U) ","uln","(U) ","Unserdeutsch",
"(U) ","ulu","(U) ","Uma' Lung",
"(U) ","ulw","(U) ","Ulwa",
"(U) ","uma","(U) ","Umatilla",
"(U) ","umb","(U) ","Umbundu",
"(U) ","umc","(U) ","Marrucinian",
"(U) ","umd","(U) ","Umbindhamu",
"(U) ","umg","(U) ","Umbuygamu",
"(U) ","umi","(U) ","Ukit",
"(U) ","umm","(U) ","Umon",
"(U) ","umn","(U) ","Makyan Naga",
"(U) ","umo","(U) ","Umotína",
"(U) ","ump","(U) ","Umpila",
"(U) ","umr","(U) ","Umbugarla",
"(U) ","ums","(U) ","Pendau",
"(U) ","umu","(U) ","Munsee",
"(U) ","una","(U) ","North Watut",
"(U) ","und","(U) ","Undetermined",
"(U) ","une","(U) ","Uneme",
"(U) ","ung","(U) ","Ngarinyin",
"(U) ","unk","(U) ","Enawené-Nawé",
"(U) ","unm","(U) ","Unami",
"(U) ","unn","(U) ","Kurnai",
"(U) ","unp","(U) ","Worora",
"(U) ","unr","(U) ","Mundari",
"(U) ","unu","(U) ","Unubahe",
"(U) ","unx","(U) ","Munda",
"(U) ","unz","(U) ","Unde Kaili",
"(U) ","uok","(U) ","Uokha",
"(U) ","upi","(U) ","Umeda",
"(U) ","upv","(U) ","Uripiv-Wala-Rano-Atchin",
"(U) ","ura","(U) ","Urarina",
"(U) ","urb","(U) ","Urubú-Kaapor",
"(U) ","urc","(U) ","Urningangg",
"(U) ","urd","(U) ","Urdu",
"(U) ","ure","(U) ","Uru",
"(U) ","urf","(U) ","Uradhi",
"(U) ","urg","(U) ","Urigina",
"(U) ","urh","(U) ","Urhobo",
"(U) ","uri","(U) ","Urim",
"(U) ","urk","(U) ","Urak Lawoi'",
"(U) ","url","(U) ","Urali",
"(U) ","urm","(U) ","Urapmin",
"(U) ","urn","(U) ","Uruangnirin",
"(U) ","uro","(U) ","Ura (Papua New Guinea)",
"(U) ","urp","(U) ","Uru-Pa-In",
"(U) ","urr","(U) ","Lehalurup",
"(U) ","urt","(U) ","Urat",
"(U) ","uru","(U) ","Urumi",
"(U) ","urv","(U) ","Uruava",
"(U) ","urw","(U) ","Sop",
"(U) ","urx","(U) ","Urimo",
"(U) ","ury","(U) ","Orya",
"(U) ","urz","(U) ","Uru-Eu-Wau-Wau",
"(U) ","usa","(U) ","Usarufa",
"(U) ","ush","(U) ","Ushojo",
"(U) ","usi","(U) ","Usui",
"(U) ","usk","(U) ","Usaghade",
"(U) ","usp","(U) ","Uspanteco",
"(U) ","usu","(U) ","Uya",
"(U) ","uta","(U) ","Otank",
"(U) ","ute","(U) ","Ute-Southern Paiute",
"(U) ","utp","(U) ","Amba (Solomon Islands)",
"(U) ","utr","(U) ","Etulo",
"(U) ","utu","(U) ","Utu",
"(U) ","uum","(U) ","Urum",
"(U) ","uun","(U) ","Kulon-Pazeh",
"(U) ","uur","(U) ","Ura (Vanuatu)",
"(U) ","uuu","(U) ","U",
"(U) ","uve","(U) ","West Uvean",
"(U) ","uvh","(U) ","Uri",
"(U) ","uvl","(U) ","Lote",
"(U) ","uwa","(U) ","Kuku-Uwanh",
"(U) ","uya","(U) ","Doko-Uyanga",
"(U) ","uzb","(U) ","Uzbek",
"(U) ","uzn","(U) ","Northern Uzbek",
"(U) ","uzs","(U) ","Southern Uzbek",
"(U) ","vaa","(U) ","Vaagri Booli",
"(U) ","vae","(U) ","Vale",
"(U) ","vaf","(U) ","Vafsi",
"(U) ","vag","(U) ","Vagla",
"(U) ","vah","(U) ","Varhadi-Nagpuri",
"(U) ","vai","(U) ","Vai",
"(U) ","vaj","(U) ","Vasekela Bushman",
"(U) ","val","(U) ","Vehes",
"(U) ","vam","(U) ","Vanimo",
"(U) ","van","(U) ","Valman",
"(U) ","vao","(U) ","Vao",
"(U) ","vap","(U) ","Vaiphei",
"(U) ","var","(U) ","Huarijio",
"(U) ","vas","(U) ","Vasavi",
"(U) ","vau","(U) ","Vanuma",
"(U) ","vav","(U) ","Varli",
"(U) ","vay","(U) ","Wayu",
"(U) ","vbb","(U) ","Southeast Babar",
"(U) ","vbk","(U) ","Southwestern Bontok",
"(U) ","vec","(U) ","Venetian",
"(U) ","ved","(U) ","Veddah",
"(U) ","vel","(U) ","Veluws",
"(U) ","vem","(U) ","Vemgo-Mabas",
"(U) ","ven","(U) ","Venda",
"(U) ","veo","(U) ","Ventureño",
"(U) ","vep","(U) ","Veps",
"(U) ","ver","(U) ","Mom Jango",
"(U) ","vgr","(U) ","Vaghri",
"(U) ","vgt","(U) ","Vlaamse Gebarentaal",
"(U) ","vic","(U) ","Virgin Islands Creole English",
"(U) ","vid","(U) ","Vidunda",
"(U) ","vie","(U) ","Vietnamese",
"(U) ","vif","(U) ","Vili",
"(U) ","vig","(U) ","Viemo",
"(U) ","vil","(U) ","Vilela",
"(U) ","vin","(U) ","Vinza",
"(U) ","vis","(U) ","Vishavan",
"(U) ","vit","(U) ","Viti",
"(U) ","viv","(U) ","Iduna",
"(U) ","vka","(U) ","Kariyarra",
"(U) ","vki","(U) ","Ija-Zuba",
"(U) ","vkj","(U) ","Kujarge",
"(U) ","vkk","(U) ","Kaur",
"(U) ","vkl","(U) ","Kulisusu",
"(U) ","vkm","(U) ","Kamakan",
"(U) ","vko","(U) ","Kodeoha",
"(U) ","vkp","(U) ","Korlai Creole Portuguese",
"(U) ","vkt","(U) ","Tenggarong Kutai Malay",
"(U) ","vku","(U) ","Kurrama",
"(U) ","vlp","(U) ","Valpei",
"(U) ","vls","(U) ","Vlaams",
"(U) ","vma","(U) ","Martuyhunira",
"(U) ","vmb","(U) ","Mbabaram",
"(U) ","vmc","(U) ","Juxtlahuaca Mixtec",
"(U) ","vmd","(U) ","Mudu Koraga",
"(U) ","vme","(U) ","East Masela",
"(U) ","vmf","(U) ","Mainfränkisch",
"(U) ","vmg","(U) ","Minigir",
"(U) ","vmh","(U) ","Maraghei",
"(U) ","vmi","(U) ","Miwa",
"(U) ","vmj","(U) ","Ixtayutla Mixtec",
"(U) ","vmk","(U) ","Makhuwa-Shirima",
"(U) ","vml","(U) ","Malgana",
"(U) ","vmm","(U) ","Mitlatongo Mixtec",
"(U) ","vmp","(U) ","Soyaltepec Mazatec",
"(U) ","vmq","(U) ","Soyaltepec Mixtec",
"(U) ","vmr","(U) ","Marenje",
"(U) ","vms","(U) ","Moksela",
"(U) ","vmu","(U) ","Muluridyi",
"(U) ","vmv","(U) ","Valley Maidu",
"(U) ","vmw","(U) ","Makhuwa",
"(U) ","vmx","(U) ","Tamazola Mixtec",
"(U) ","vmy","(U) ","Ayautla Mazatec",
"(U) ","vmz","(U) ","Mazatlán Mazatec",
"(U) ","vnk","(U) ","Vano",
"(U) ","vnm","(U) ","Vinmavis",
"(U) ","vnp","(U) ","Vunapu",
"(U) ","vol","(U) ","Volapük",
"(U) ","vor","(U) ","Voro",
"(U) ","vot","(U) ","Votic",
"(U) ","vra","(U) ","Vera'a",
"(U) ","vro","(U) ","Võro",
"(U) ","vrs","(U) ","Varisi",
"(U) ","vrt","(U) ","Burmbar",
"(U) ","vsi","(U) ","Moldova Sign Language",
"(U) ","vsl","(U) ","Venezuelan Sign Language",
"(U) ","vsv","(U) ","Valencian Sign Language",
"(U) ","vto","(U) ","Vitou",
"(U) ","vum","(U) ","Vumbu",
"(U) ","vun","(U) ","Vunjo",
"(U) ","vut","(U) ","Vute",
"(U) ","vwa","(U) ","Awa (China)",
"(U) ","waa","(U) ","Walla Walla",
"(U) ","wab","(U) ","Wab",
"(U) ","wac","(U) ","Wasco-Wishram",
"(U) ","wad","(U) ","Wandamen",
"(U) ","wae","(U) ","Walser",
"(U) ","waf","(U) ","Wakoná",
"(U) ","wag","(U) ","Wa'ema",
"(U) ","wah","(U) ","Watubela",
"(U) ","wai","(U) ","Wares",
"(U) ","waj","(U) ","Waffa",
"(U) ","wal","(U) ","Wolaytta",
"(U) ","wam","(U) ","Wampanoag",
"(U) ","wan","(U) ","Wan",
"(U) ","wao","(U) ","Wappo",
"(U) ","wap","(U) ","Wapishana",
"(U) ","waq","(U) ","Wageman",
"(U) ","war","(U) ","Waray (Philippines)",
"(U) ","was","(U) ","Washo",
"(U) ","wat","(U) ","Kaninuwa",
"(U) ","wau","(U) ","Waurá",
"(U) ","wav","(U) ","Waka",
"(U) ","waw","(U) ","Waiwai",
"(U) ","wax","(U) ","Watam",
"(U) ","way","(U) ","Wayana",
"(U) ","waz","(U) ","Wampur",
"(U) ","wba","(U) ","Warao",
"(U) ","wbb","(U) ","Wabo",
"(U) ","wbe","(U) ","Waritai",
"(U) ","wbf","(U) ","Wara",
"(U) ","wbh","(U) ","Wanda",
"(U) ","wbi","(U) ","Vwanji",
"(U) ","wbj","(U) ","Alagwa",
"(U) ","wbk","(U) ","Waigali",
"(U) ","wbl","(U) ","Wakhi",
"(U) ","wbm","(U) ","Wa",
"(U) ","wbp","(U) ","Warlpiri",
"(U) ","wbq","(U) ","Waddar",
"(U) ","wbr","(U) ","Wagdi",
"(U) ","wbt","(U) ","Wanman",
"(U) ","wbv","(U) ","Wajarri",
"(U) ","wbw","(U) ","Woi",
"(U) ","wca","(U) ","Yanomámi",
"(U) ","wci","(U) ","Waci Gbe",
"(U) ","wdd","(U) ","Wandji",
"(U) ","wdg","(U) ","Wadaginam",
"(U) ","wdj","(U) ","Wadjiginy",
"(U) ","wdk","(U) ","Wadikali",
"(U) ","wdu","(U) ","Wadjigu",
"(U) ","wdy","(U) ","Wadjabangayi",
"(U) ","wea","(U) ","Wewaw",
"(U) ","wec","(U) ","Wè Western",
"(U) ","wed","(U) ","Wedau",
"(U) ","weg","(U) ","Wergaia",
"(U) ","weh","(U) ","Weh",
"(U) ","wei","(U) ","Were",
"(U) ","wem","(U) ","Weme Gbe",
"(U) ","weo","(U) ","North Wemale",
"(U) ","wep","(U) ","Westphalien",
"(U) ","wer","(U) ","Weri",
"(U) ","wes","(U) ","Cameroon Pidgin",
"(U) ","wet","(U) ","Perai",
"(U) ","weu","(U) ","Welaung",
"(U) ","wew","(U) ","Wejewa",
"(U) ","wfg","(U) ","Yafi",
"(U) ","wga","(U) ","Wagaya",
"(U) ","wgb","(U) ","Wagawaga",
"(U) ","wgg","(U) ","Wangganguru",
"(U) ","wgi","(U) ","Wahgi",
"(U) ","wgo","(U) ","Waigeo",
"(U) ","wgu","(U) ","Wirangu",
"(U) ","wgw","(U) ","Wagawaga",
"(U) ","wgy","(U) ","Warrgamay",
"(U) ","wha","(U) ","Manusela",
"(U) ","whg","(U) ","North Wahgi",
"(U) ","whk","(U) ","Wahau Kenyah",
"(U) ","whu","(U) ","Wahau Kayan",
"(U) ","wib","(U) ","Southern Toussian",
"(U) ","wic","(U) ","Wichita",
"(U) ","wie","(U) ","Wik-Epa",
"(U) ","wif","(U) ","Wik-Keyangan",
"(U) ","wig","(U) ","Wik-Ngathana",
"(U) ","wih","(U) ","Wik-Me'anha",
"(U) ","wii","(U) ","Minidien",
"(U) ","wij","(U) ","Wik-Iiyanh",
"(U) ","wik","(U) ","Wikalkan",
"(U) ","wil","(U) ","Wilawila",
"(U) ","wim","(U) ","Wik-Mungkan",
"(U) ","win","(U) ","Ho-Chunk",
"(U) ","wir","(U) ","Wiraféd",
"(U) ","wit","(U) ","Wintu",
"(U) ","wiu","(U) ","Wiru",
"(U) ","wiv","(U) ","Muduapa",
"(U) ","wiw","(U) ","Wirangu",
"(U) ","wiy","(U) ","Wiyot",
"(U) ","wja","(U) ","Waja",
"(U) ","wji","(U) ","Warji",
"(U) ","wka","(U) ","Kw'adza",
"(U) ","wkb","(U) ","Kumbaran",
"(U) ","wkd","(U) ","Wakde",
"(U) ","wkl","(U) ","Kalanadi",
"(U) ","wku","(U) ","Kunduvadi",
"(U) ","wkw","(U) ","Wakawaka",
"(U) ","wky","(U) ","Wangkayutyuru",
"(U) ","wla","(U) ","Walio",
"(U) ","wlc","(U) ","Mwali Comorian",
"(U) ","wle","(U) ","Wolane",
"(U) ","wlg","(U) ","Kunbarlang",
"(U) ","wli","(U) ","Waioli",
"(U) ","wlk","(U) ","Wailaki",
"(U) ","wll","(U) ","Wali (Sudan)",
"(U) ","wlm","(U) ","Middle Welsh",
"(U) ","wln","(U) ","Walloon",
"(U) ","wlo","(U) ","Wolio",
"(U) ","wlr","(U) ","Wailapa",
"(U) ","wls","(U) ","Wallisian",
"(U) ","wlu","(U) ","Wuliwuli",
"(U) ","wlv","(U) ","Wichí Lhamtés Vejoz",
"(U) ","wlw","(U) ","Walak",
"(U) ","wlx","(U) ","Wali (Ghana)",
"(U) ","wly","(U) ","Waling",
"(U) ","wma","(U) ","Mawa (Nigeria)",
"(U) ","wmb","(U) ","Wambaya",
"(U) ","wmc","(U) ","Wamas",
"(U) ","wmd","(U) ","Mamaindé",
"(U) ","wme","(U) ","Wambule",
"(U) ","wmh","(U) ","Waima'a",
"(U) ","wmi","(U) ","Wamin",
"(U) ","wmm","(U) ","Maiwa (Indonesia)",
"(U) ","wmn","(U) ","Waamwang",
"(U) ","wmo","(U) ","Wom (Papua New Guinea)",
"(U) ","wms","(U) ","Wambon",
"(U) ","wmt","(U) ","Walmajarri",
"(U) ","wmw","(U) ","Mwani",
"(U) ","wmx","(U) ","Womo",
"(U) ","wnb","(U) ","Wanambre",
"(U) ","wnc","(U) ","Wantoat",
"(U) ","wnd","(U) ","Wandarang",
"(U) ","wne","(U) ","Waneci",
"(U) ","wng","(U) ","Wanggom",
"(U) ","wni","(U) ","Ndzwani Comorian",
"(U) ","wnk","(U) ","Wanukaka",
"(U) ","wnm","(U) ","Wanggamala",
"(U) ","wnn","(U) ","Wunumara",
"(U) ","wno","(U) ","Wano",
"(U) ","wnp","(U) ","Wanap",
"(U) ","wnu","(U) ","Usan",
"(U) ","wnw","(U) ","Wintu",
"(U) ","wny","(U) ","Wanyi",
"(U) ","woa","(U) ","Tyaraity",
"(U) ","wob","(U) ","Wè Northern",
"(U) ","woc","(U) ","Wogeo",
"(U) ","wod","(U) ","Wolani",
"(U) ","woe","(U) ","Woleaian",
"(U) ","wof","(U) ","Gambian Wolof",
"(U) ","wog","(U) ","Wogamusin",
"(U) ","woi","(U) ","Kamang",
"(U) ","wok","(U) ","Longto",
"(U) ","wol","(U) ","Wolof",
"(U) ","wom","(U) ","Wom (Nigeria)",
"(U) ","won","(U) ","Wongo",
"(U) ","woo","(U) ","Manombai",
"(U) ","wor","(U) ","Woria",
"(U) ","wos","(U) ","Hanga Hundi",
"(U) ","wow","(U) ","Wawonii",
"(U) ","woy","(U) ","Weyto",
"(U) ","wpc","(U) ","Maco",
"(U) ","wra","(U) ","Warapu",
"(U) ","wrb","(U) ","Warluwara",
"(U) ","wrd","(U) ","Warduji",
"(U) ","wrg","(U) ","Warungu",
"(U) ","wrh","(U) ","Wiradhuri",
"(U) ","wri","(U) ","Wariyangga",
"(U) ","wrk","(U) ","Garrwa",
"(U) ","wrl","(U) ","Warlmanpa",
"(U) ","wrm","(U) ","Warumungu",
"(U) ","wrn","(U) ","Warnang",
"(U) ","wro","(U) ","Worrorra",
"(U) ","wrp","(U) ","Waropen",
"(U) ","wrr","(U) ","Wardaman",
"(U) ","wrs","(U) ","Waris",
"(U) ","wru","(U) ","Waru",
"(U) ","wrv","(U) ","Waruna",
"(U) ","wrw","(U) ","Gugu Warra",
"(U) ","wrx","(U) ","Wae Rana",
"(U) ","wry","(U) ","Merwari",
"(U) ","wrz","(U) ","Waray (Australia)",
"(U) ","wsa","(U) ","Warembori",
"(U) ","wsg","(U) ","Adilabad Gondi",
"(U) ","wsi","(U) ","Wusi",
"(U) ","wsk","(U) ","Waskia",
"(U) ","wsr","(U) ","Owenia",
"(U) ","wss","(U) ","Wasa",
"(U) ","wsu","(U) ","Wasu",
"(U) ","wsv","(U) ","Wotapuri-Katarqalai",
"(U) ","wtf","(U) ","Dumpu",
"(U) ","wth","(U) ","Wathawurrung",
"(U) ","wti","(U) ","Berta",
